,finalized_title,standard_title,Available Globally?,Release Date,Hours Viewed,Runtime_minutes,Views,release_year,type,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,description,age_certification,runtime,seasons
2275,Undercover Law,undercover law,No,8/31/18,27400000,391.97452229299364,600000,2018,SHOW,"['drama', 'action']",['CO'],7.2,215.0,2.132,9.0,An action-packed series about several Colombian women who work as intelligence agents. They investigate the perilous criminal activities of drug lords while maintaining their lives outside of work. Undercover Law is based on a true story.,Unkown,54,1.0
2276,Her Mother's Killer,her mothers killer,No,8/26/20,26700000,391.97452229299364,600000,2020,SHOW,['drama'],['CO'],7.4,92.0,12.245,7.5,"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",Unkown,45,1.0
2277,The Snitch Cartel: Origins,the snitch cartel,No,7/28/21,26100000,391.97452229299364,600000,2021,SHOW,"['crime', 'drama']",['CO'],5.6,189.0,243.02,7.8,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",TV-MA,47,1.0
2278,Meteor Garden,meteor garden,No,7/13/18,21300000,391.97452229299364,600000,2018,SHOW,"['drama', 'romance']",['CN'],7.9,4033.0,52.891,8.5,"An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo.",TV-14,45,1.0
2279,A Korean Odyssey,a korean odyssey,Yes,12/29/17,15400000,391.97452229299364,600000,2017,SHOW,"['comedy', 'thriller', 'fantasy', 'horror', 'romance']",['KR'],8.0,4695.0,29.703,8.2,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,TV-MA,75,1.0
2280,Shaman King,shaman king,Yes,4/1/21,12700000,1261.0,600000,2021,SHOW,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",['JP'],6.9,1728.0,56.636,8.3,"Shaman King follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",TV-PG,25,1.0
2281,Dinosaur King,dinosaur king,No,,11800000,1167.0,600000,2007,SHOW,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']",['JP'],5.6,737.0,28.909,8.2,"Dinosaur King is a card-based arcade game from Sega that uses the same gameplay mechanics from Mushiking but uses super-powered dinosaurs instead of beetles. The game was revealed in JAMMA 2005 and is available in Japanese and English versions. A Nintendo DS version has also been released in North America.

In the fall of 2008, Upper Deck Company released a Dinosaur King Trading Card Game. This card game is not to be confused with the cards used for the arcade machines.

The series has been adapted into an anime TV series, Ancient Ruler Dinosaur King DKidz Adventure, which is made by Sunrise and premiered on TV Asahi on February 4, 2007. As of 2008, an English adaptation aired on the 4Kids TV block on the Fox Network, but moved to The CW's The CW4Kids block on September 6, 2008.

A sequel was announced called ""Ancient Ruler Dinosaur King DKidz Adventure: Pterosaur Legend,"" which debuted February 3, 2008 in Japan.

The show ended its run in Japan in late 2008.",Unkown,20,2.0
2282,Because This Is My First Life,because this is my first life,Yes,,11700000,1098.0,600000,2017,SHOW,"['drama', 'comedy', 'romance']",['KR'],8.1,4656.0,17.121,8.6,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",TV-14,69,1.0
2283,Something in the Rain,something in the rain,Yes,4/13/18,11500000,391.97452229299364,600000,2018,SHOW,"['drama', 'romance']",['KR'],8.1,6208.0,53.569,7.9,"Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop  supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",TV-MA,73,1.0
2284,Her Private Life,her private life,Yes,,11100000,1096.0,600000,2019,SHOW,"['comedy', 'drama', 'romance']",['KR'],7.7,3826.0,14.707,7.933,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",TV-14,75,2.0
2285,Stranger,stranger,No,6/13/17,11000000,1120.0,600000,2017,SHOW,"['crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy']",['KR'],8.5,8066.0,25.007,8.5,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",TV-MA,64,2.0
2286,Clean with Passion for Now,clean with passion for now,No,,10600000,391.97452229299364,600000,2018,SHOW,"['comedy', 'drama', 'romance']",['KR'],6.9,1472.0,25.757,8.1,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",TV-MA,60,1.0
2287,She Would Never Know,she would never know,No,,10600000,391.97452229299364,600000,2021,SHOW,"['drama', 'romance']",['KR'],7.5,743.0,34.287,8.8,"It is an office romance about female senior who doesn’t want to catch feelings for younger men and male junior who are handsome, sexy and has a straightforward style.",TV-14,64,1.0
2292,JoJo's Bizarre Adventure,jojos bizarre adventure,Yes,10/10/18,9600000,930.0,600000,2012,SHOW,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'thriller']",['JP'],8.4,21354.0,64.047,8.8,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",TV-MA,24,5.0
2294,Madam Secretary,madam secretary,No,,9300000,961.0,600000,2014,SHOW,"['war', 'thriller', 'drama']",['US'],7.6,22894.0,28.001,6.9,"After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair and smart driving international diplomacy, wrangling office politics and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.",TV-14,43,6.0
2295,Well-Intended Love,wellintended love,No,5/17/19,8700000,898.0,600000,2019,SHOW,"['drama', 'romance']",['CN'],7.2,1466.0,14.059,7.8,"In order to receive a bone marrow transplant quicker and be able to continue her career as an actress, Xia Lin enters into a secret marriage with Ling Yi Zhou, the CEO of a company. Despite the conspiracies and misunderstandings they encounter, the two find true love.",TV-14,45,2.0
2298,Navillera,navillera,Yes,3/22/21,7400000,758.0,600000,2021,SHOW,"['drama', 'family']",['KR'],8.8,2179.0,15.637,8.5,A coming-of-age drama about a 23-year-old ballerino and an old man who begins ballet at the age of 70.,Unkown,65,1.0
2299,Legacies,legacies,No,,7200000,676.0,600000,2018,SHOW,"['drama', 'scifi', 'fantasy', 'horror']",['US'],7.2,30634.0,230.337,8.5,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",TV-14,41,4.0
2306,Sonic X,sonic x,Yes,,6600000,642.0,600000,2003,SHOW,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']",['JP'],6.2,4709.0,37.945,7.5,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,TV-Y7,21,3.0
2315,Making a Murderer,making a murderer,Yes,12/18/15,5800000,613.0,600000,2015,SHOW,"['documentation', 'crime']",['US'],8.6,94419.0,8.723,7.9,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",TV-14,62,2.0
2316,"BASTARD‼ -Heavy Metal, Dark Fantasy-",bastard heavy metal dark fantasy,Yes,6/30/22,5700000,601.0,600000,2022,SHOW,"['animation', 'action', 'scifi', 'comedy', 'fantasy']",['JP'],6.7,854.0,23.009,6.8,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",TV-MA,25,1.0
2317,Beyblade Burst Surge,beyblade burst surge,No,,5700000,391.97452229299364,600000,2020,SHOW,['animation'],['JP'],8.3,30.0,7.501,9.7,,TV-Y,23,1.0
2328,Some Assembly Required,some assembly required,No,6/19/15,5600000,599.0,600000,2014,SHOW,"['comedy', 'documentation', 'reality']",['CA'],8.5,22.0,12.121,6.8,"When fourteen-year-old Jarvis Raines gets a chemistry set from his Aunt Marlene for Christmas, he assumes it's just another boring gift. Boy is he wrong! The contents create a chemical reaction that destroys his houseso much for a Merry Christmas! After getting not even an apology from the manufacturer, Knickknack Toys, Jarvis takes them to court, wins, and ends up owning the company!",TV-G,24,4.0
2329,Horrid Henry,horrid henry,No,,5500000,391.97452229299364,600000,2006,SHOW,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']",['GB'],6.3,944.0,2.36,8.0,"Horrid Henry is a British animated television series based on the book series by Francesca Simon produced by One Explosion Studios and Nelvana Limited, broadcast from late 2006 on Children's ITV in the UK and it will air on Cartoon Network Pakistan and Cartoon Network India on 2013 from 6am until 6:30am. The animation style differs from the Tony Ross illustrations in the books. Series Producer of the series is Lucinda Whiteley, Animation Director is Dave Unwin. The series has been sold to more than a dozen countries including France, Germany, South Africa, South Korea, and the Philippines.

So far, the two series have 104 episodes. The second series of 52 episodes started airing on 16 February 2009 and episodes from this series are currently being shown alongside episodes from the first series. There is a music album Horrid Henry's Most Horrid Album. The incidental music is composed by Lester Barnes and additional songs are composed by Lockdown Media.",Unkown,13,5.0
2330,Nicky Jam: El Ganador,nicky jam,Yes,11/30/18,5400000,584.0,600000,2018,SHOW,"['drama', 'music']",['PR'],7.7,1151.0,27.568,7.3,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,Unkown,44,1.0
2331,72 Dangerous Animals: Asia (2018),72 dangerous animals,Yes,12/22/17,5300000,529.0,600000,2018,SHOW,['documentation'],['US'],6.6,517.0,10.561,6.2,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",TV-14,47,1.0
2346,Dare Me,dare me,No,3/20/20,4500000,434.0,600000,2019,SHOW,"['thriller', 'crime', 'drama', 'reality']",['US'],6.6,5254.0,15.001,7.9,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.,TV-MA,43,1.0
2348,The Parkers,the parkers,No,,4500000,478.0,600000,1999,SHOW,['comedy'],['US'],6.8,2377.0,5.745,8.1,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",TV-PG,19,5.0
2352,Cowboy Bebop (1998),cowboy bebop,Yes,11/19/21,4400000,462.0,600000,1998,SHOW,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],8.9,115448.0,35.402,8.522,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",TV-14,25,1.0
2355,Mad for Each Other,mad for each other,Yes,5/24/21,4200000,449.0,600000,2021,SHOW,"['comedy', 'drama', 'romance']",['KR'],7.9,1724.0,8.719,8.2,"Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way.",Unkown,35,1.0
2357,Victim Number 8,victim number 8,No,8/16/19,4200000,427.0,600000,2018,SHOW,"['crime', 'drama', 'action', 'thriller', 'fantasy']",['ES'],7.0,2030.0,6.384,7.7,An jihadist attack in the old town of Bilbao ends with the lives of seven people and leaves more than thirty badly injured. The police investigation focus on catching those responsible for the massacre.,Unkown,54,1.0
2358,Life After Death with Tyler Henry,life after death with tyler henry,Yes,3/11/22,4100000,389.0,600000,2022,SHOW,['reality'],['US'],5.9,913.0,2.222,5.5,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,TV-MA,43,1.0
2360,Wild Wild Country,wild wild country,Yes,3/16/18,4100000,403.0,600000,2018,SHOW,"['crime', 'documentation']",['US'],8.1,29939.0,9.646,7.95,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",TV-MA,67,1.0
2361,The Keepers,the keepers,Yes,5/19/17,4000000,436.0,600000,2017,SHOW,"['documentation', 'thriller', 'crime', 'action', 'drama']",['US'],8.2,14.0,8.556,7.5,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,TV-MA,56,1.0
2362,3%,3,Yes,11/24/16,3900000,366.0,600000,2016,SHOW,"['scifi', 'action', 'drama', 'thriller']",['BR'],7.3,25452.0,29.033,7.2,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",TV-MA,46,4.0
2363,Caliphate,caliphate,Yes,3/18/20,3900000,377.0,600000,2020,SHOW,"['drama', 'war', 'thriller', 'crime']",['SE'],8.2,18134.0,12.662,7.3,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",TV-MA,48,1.0
2365,Always a Witch,always a witch,Yes,2/1/19,3800000,404.0,600000,2019,SHOW,"['scifi', 'drama', 'fantasy']",['CO'],6.2,2474.0,18.361,7.1,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.",TV-14,38,2.0
2366,Girlboss,girlboss,Yes,4/21/17,3800000,353.0,600000,2017,SHOW,['comedy'],['US'],6.9,17848.0,10.009,6.7,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",TV-MA,27,1.0
2368,Fishbowl Wives,fishbowl wives,Yes,2/14/22,3700000,349.0,600000,2022,SHOW,"['drama', 'romance']",['JP'],6.1,907.0,27.937,6.5,"Due to an accident, Sakura Hiraga gave up on her dream. She is now married and her husband runs a hair salon. They live in a luxurious penthouse apartment. Her life seems glamorous and she is envied by everyone. What everyone does not know is that Sakura Hiraga is abused physically and verbally by her husband. She is unable to leave her situation. Sakura Hiraga considers herself a goldfish in a fishbowl. One day, due to a goldfish, she meets a man.",TV-MA,43,1.0
2369,Big Timber,big timber,No,7/13/22,3600000,338.0,600000,2020,SHOW,['reality'],['CA'],6.6,705.0,19.64,7.0,"Big Timber follows the dangerous work of logger and sawmill owner Kevin Wenstob as he and his crew go to extremes to keep the family sawmill, and their way of life, alive.",Unkown,48,2.0
2371,Clark,clark,Yes,5/5/22,3500000,365.0,600000,2022,SHOW,"['thriller', 'action', 'comedy', 'crime', 'drama']",['SE'],7.4,7958.0,14.127,6.9,"This is the incredible story behind Sweden's most notorious gangster, Clark Olofsson, whose infamous crimes gave rise to the term ""Stockholm Syndrome"".",TV-MA,61,1.0
2373,High Seas,high seas,Yes,5/24/19,3500000,342.0,600000,2019,SHOW,"['crime', 'drama', 'comedy']",['ES'],6.8,7359.0,20.911,7.0,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,TV-MA,42,4.0
2377,Girls Incarcerated,girls incarcerated,No,6/21/19,3300000,349.0,600000,2018,SHOW,"['reality', 'documentation']",['GB'],7.2,1097.0,6.25,8.0,"An eight-part documentary series that goes behind the scenes at Madison Juvenile Correctional Facility in Indiana, where teenage girls struggle to overcome their troubled pasts and find hope for the future.",TV-MA,43,2.0
2379,Skylanders Academy,skylanders academy,Yes,10/28/16,3300000,321.0,600000,2016,SHOW,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],6.5,760.0,14.848,6.1,"Follow the heroic adventures of the Skylanders team, a group of heroes with unique elemental skills and personalities who travel the vast Skylands universe, protecting it from evil-doers and showing the next wave of Academy cadets how to do things the “Skylander way.”",TV-Y7,23,3.0
2380,Stateless,stateless,No,7/8/20,3300000,318.0,600000,2020,SHOW,['drama'],['AU'],7.5,9327.0,8.085,6.8,"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",TV-14,53,1.0
2381,The 7 Lives of Lea,the 7 lives of lea,Yes,4/28/22,3300000,314.0,600000,2022,SHOW,"['drama', 'thriller', 'fantasy', 'crime']",['FR'],7.5,2684.0,12.437,7.1,"After finding a young man's remains, Léa wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death — and prevent it.",TV-MA,45,1.0
